"source","taxonID","COVERAGE","datasetID","genericName","reason"
"GBIF","1417139","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ceratopsyllus",NA
"GBIF","4770151","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Actenophthalmus",NA
"GBIF","1419499","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cediopsylla",NA
"GBIF","6194074","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Amphipsylla",NA
"GBIF","6194073","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Amphipsylla",NA
"GBIF","1419274","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419275","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419279","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419285","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","4770111","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Hecteropsylla",NA
"GBIF","1416961","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","1418126","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Stephanopsylla",NA
"GBIF","1417692","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cratynius",NA
"GBIF","1417853","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","3259517","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Mesophylla",NA
"GBIF","1417861","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","1419282","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1417847","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","1419003","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","1417689","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cratynius",NA
"GBIF","7719288","BOTH","eeb7bd4b-37ed-4366-8557-4661cf7f47b0","Corrodopsylla",NA
"GBIF","1418581","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Corrodopsylla",NA
"GBIF","1417688","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cratynius",NA
"GBIF","9336328","BOTH","c8227bb4-4143-443f-8cb2-51f9576aff14","Dasypsyllus",NA
"GBIF","1417088","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1416951","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Syngenopsyllus",NA
"GBIF","1417109","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1419001","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","1416957","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","1419277","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419498","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cediopsylla",NA
"GBIF","1419278","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectoropsylla",NA
"GBIF","1418870","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Chiliopsylla",NA
"GBIF","1417845","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Acropsylla",NA
"GBIF","6194512","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","7198565","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","1419008","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Spalacopsylla",NA
"GBIF","7198619","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Chiliopsylla",NA
"GBIF","6193996","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Odontopsyllus",NA
"GBIF","6194531","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Chiliopsylla",NA
"GBIF","6193995","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Odontopsyllus",NA
"GBIF","1418575","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Corrodopsylla",NA
"GBIF","4480788","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Ceratopsyllus",NA
"GBIF","9457740","BOTH","0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","Tritopsylla",NA
"GBIF","8575236","BOTH","5c7c43ac-37d0-40e3-abbb-2c5ba1cfb85d","Hectopsylla",NA
"GBIF","1419287","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419284","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419281","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1419503","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cediopsylla",NA
"GBIF","1416964","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","1417112","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1417113","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1419276","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","1417854","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","1417842","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Acropsylla",NA
"GBIF","1417860","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","1417866","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","7346052","BOTH","1ec61203-14fa-4fbd-8ee5-a4a80257b45a","Aviostivalus",NA
"GBIF","1419002","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","1417108","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1417359","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Igioffius",NA
"GBIF","1417691","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cratynius",NA
"GBIF","1417690","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cratynius",NA
"GBIF","1417105","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1416963","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","1417843","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Acropsylla",NA
"GBIF","1419016","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","1419283","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","8623112","BOTH","5c7c43ac-37d0-40e3-abbb-2c5ba1cfb85d","Hectopsylla",NA
"GBIF","1419286","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hectopsylla",NA
"GBIF","9252713","BOTH","0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","Dasypsyllus",NA
"GBIF","1416952","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Syngenopsyllus",NA
"GBIF","1418576","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Corrodopsylla",NA
"GBIF","1417852","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mesopsylla",NA
"GBIF","1419009","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","1417107","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","8506693","BOTH","5c7c43ac-37d0-40e3-abbb-2c5ba1cfb85d","Dasypsyllus",NA
"GBIF","1416943","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mioctenopsylla",NA
"GBIF","1416962","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","6194219","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1416946","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Mioctenopsylla",NA
"GBIF","1419304","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Neotunga",NA
"GBIF","1416332","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Sphinctopsylla",NA
"GBIF","1419271","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Hectoropsylla",NA
"GBIF","1416345","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Coronapsylla",NA
"GBIF","1418909","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Megarthroglossus",NA
"GBIF","1418907","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Megarthroglossus",NA
"GBIF","1418908","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Megarthroglossus",NA
"GBIF","1416410","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Polygenis",NA
"GBIF","6193903","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Polygenis",NA
"GBIF","1416472","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Polygenis",NA
"GBIF","1416854","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Aethopsylla",NA
"GBIF","1417638","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hirtopsylla",NA
"GBIF","1417629","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hirtopsylla",NA
"GBIF","1417637","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Hirtopsylla",NA
"GBIF","4480903","BOTH","de8934f4-a136-481c-a87a-b0b202b80a31","Ceratophyllus",NA
"GBIF","10575003","BOTH","de8934f4-a136-481c-a87a-b0b202b80a31","Ceratopsyllus",NA
"GBIF","4480911","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Ischnopsyllus",NA
"GBIF","4770052","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Brevidigita",NA
"GBIF","8348892","BOTH","80b4b440-eaca-4860-aadf-d0dfdd3e856e","Ceratophyllus",NA
"GBIF","4770149","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Spalacoctenophthalmus",NA
"GBIF","1416339","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Barreropsylla",NA
"GBIF","1416314","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Tiarapsylla",NA
"GBIF","6194274","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Citellophilus",NA
"GBIF","5050998","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","1419529","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Synosternus",NA
"GBIF","1419528","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Synosternus",NA
"GBIF","7045103","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","6194273","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Citellophilus",NA
"GBIF","5050710","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","5050711","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","1416318","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cleopsylla",NA
"GBIF","5050709","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","5050714","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","8983360","BOTH","de8934f4-a136-481c-a87a-b0b202b80a31","Typhlopsylla",NA
"GBIF","4480802","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Leptopsylla",NA
"GBIF","5050787","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","5050708","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","5050707","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","7045131","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","4480803","BOTH","de8934f4-a136-481c-a87a-b0b202b80a31","Typhlopsylla",NA
"GBIF","5050807","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","1419264","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Miochaeta",NA
"GBIF","5050808","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","7198589","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","5050713","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ctenophthalmus",NA
"GBIF","4770152","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Medioctenophthalmus",NA
"GBIF","1419273","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Maxilliopsylla",NA
"GBIF","1416838","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Margopsylla",NA
"GBIF","6193955","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6193968","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6193950","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6193967","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","7198648","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6193952","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","7766066","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Acanthopsylla",NA
"GBIF","6193951","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","7045014","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6193969","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6194511","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Adoratopsylla",NA
"GBIF","4406907","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Ceratophyllus",NA
"GBIF","9040837","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","6193954","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","4480799","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Ceratophyllus",NA
"GBIF","6193953","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Frontopsylla",NA
"GBIF","1418573","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Corrodopsylla",NA
"GBIF","1417089","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Dasypsyllus",NA
"GBIF","1416956","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","1419500","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Cediopsylla",NA
"GBIF","1418881","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Epitedia",NA
"GBIF","1416545","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Tiamastus",NA
"GBIF","1419634","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Glauertidos",NA
"GBIF","4480841","BOTH","90d9e8a6-0ce1-472d-b682-3451095dbc5a","Ceratophyllus",NA
"GBIF","1417419","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Callopsylla",NA
"GBIF","1416955","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eumolpianus",NA
"GBIF","1416507","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Scolopsyllus",NA
"GBIF","4770098","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Neopolygenis",NA
"GBIF","1416505","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Eritranis",NA
"GBIF","1419633","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Glauertidos",NA
"GBIF","1419632","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Glauertidos",NA
"GBIF","1416396","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Listronius",NA
"GBIF","6194406","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Orthopsylloides",NA
"GBIF","6194405","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Orthopsylloides",NA
"GBIF","1417736","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Paradoxopsyllus",NA
"GBIF","1416504","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Dysmicus",NA
"GBIF","10576314","BOTH","de8934f4-a136-481c-a87a-b0b202b80a31","Ceratophyllus",NA
"GBIF","7198671","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Thrassis",NA
"GBIF","6194166","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Thrassis",NA
"GBIF","6194165","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Thrassis",NA
"GBIF","1418901","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Listropsylla",NA
"GBIF","6194164","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Thrassis",NA
"GBIF","7198625","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Doratopsylla",NA
"GBIF","6194263","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Opisodasys",NA
"GBIF","1416557","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhopalopsyllus",NA
"GBIF","6194262","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Opisodasys",NA
"GBIF","1416593","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Opisodasys",NA
"GBIF","1419317","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Echidnophaga",NA
"GBIF","6194487","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Doratopsylla",NA
"GBIF","1418128","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Macropsylla",NA
"GBIF","9850002","BOTH","4cec8fef-f129-4966-89b7-4f8439aba058",NA,NA
"GBIF","1419320","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Echidnophaga",NA
"GBIF","1419338","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Xestopsylla",NA
"GBIF","4770108","BOTH","0938172b-2086-439c-a1dd-c21cb0109ed5","Argopsylla",NA
"GBIF","10439108","BOTH","4cec8fef-f129-4966-89b7-4f8439aba058",NA,NA
"GBIF","1419607","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Bibikovana",NA
"GBIF","1419598","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Bibikovana",NA
"GBIF","1417627","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ischnopsyllus",NA
"GBIF","1416666","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Foxella",NA
"GBIF","1419608","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Bibikovana",NA
"GBIF","1416859","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Oropsylla",NA
"GBIF","1416882","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Paramonopsyllus",NA
"GBIF","1418820","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhadinopsylla",NA
"GBIF","1418825","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhadinopsylla",NA
"GBIF","1418834","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhadinopsylla",NA
"GBIF","1419204","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Stenoponia",NA
"GBIF","5734112","BOTH","1ec61203-14fa-4fbd-8ee5-a4a80257b45a","Ischnopsyllus",NA
"GBIF","8396131","BOTH","5c7c43ac-37d0-40e3-abbb-2c5ba1cfb85d","Neotyphloceras",NA
"GBIF","1418866","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhadinopsylla",NA
"GBIF","1418793","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhadinopsylla",NA
"GBIF","1418851","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Rhadinopsylla",NA
"GBIF","1417602","BOTH","7ddf754f-d193-4cc9-b351-99906754a03b","Ischnopsyllus",NA
